id_a,id_b,score
1051180151613153283,837304140602748928,7.0
1051180151613153283,809115752,7.0
1051180151613153283,1160189779281154049,8.5
1051180151613153283,1435664630,6.0
1051180151613153283,1095479363238350852,7.0
1051180151613153283,1019190151,7.0
1051180151613153283,2785975937,7.0
1051180151613153283,2909726481,8.5
1051180151613153283,2558813398,7.0
1051180151613153283,3060607140,8.5
1051180151613153283,843037943426142208,8.5
1051180151613153283,2676252536,7.0
1051180151613153283,1611609709,7.0
1051180151613153283,828210737856315392,8.5
1051180151613153283,73402358,7.0
1051180151613153283,882632939816849408,7.0
1051180151613153283,15962096,6.0
1051180151613153283,139173481,7.0
1051180151613153283,99741894,7.0
1051180151613153283,364891727,7.0
1051180151613153283,919600320417812482,6.0
1051180151613153283,990924263350816768,7.0
1051180151613153283,1212872213033930752,7.0
1051180151613153283,2590616971,7.0
1051180151613153283,1189161184420945923,7.0
1051180151613153283,1093558670766542852,6.0
1051180151613153283,35725821,7.0
1051180151613153283,977808879793909760,7.0
1051180151613153283,2345875442,8.5
1051180151613153283,257962406,7.0
1051180151613153283,2391494185,7.0
1051180151613153283,1046728449480687617,7.0
1051180151613153283,1150113103625035776,8.5
1051180151613153283,882711350040027136,7.0
1051180151613153283,1185895045297250304,8.5
1051180151613153283,537005413,7.0
1051180151613153283,1051083492,7.0
1051180151613153283,2481729036,7.0
1051180151613153283,633016755,7.0
1051180151613153283,390601554,6.0
1051180151613153283,2449645080,6.0
1051180151613153283,1077938069146398720,7.0
1051180151613153283,1197913639124193287,7.0
1051180151613153283,218823096,7.0
1051180151613153283,304050077,7.0
1051180151613153283,3376468841,7.0
1051180151613153283,1165579630293803008,7.0
1051180151613153283,926413360924708864,7.0
1051180151613153283,1063731250500915200,7.0
1051180151613153283,974013383090556928,7.0
1051180151613153283,1164891405346660352,6.0
1051180151613153283,1080604468167745537,8.5
1051180151613153283,1085200806587125761,7.0
1051180151613153283,3588922647,7.0
1051180151613153283,553872994,7.0
1051180151613153283,1108630470,7.0
1051180151613153283,18407312,7.0
1051180151613153283,1162356710926934019,7.0
1051180151613153283,2154420987,7.0
1051180151613153283,974389441723760640,7.0
1051180151613153283,585776534,7.0
1051180151613153283,859332821655203841,7.0
1051180151613153283,2312887079,7.0
1051180151613153283,47492990,7.0
1051180151613153283,316664792,7.0
1051180151613153283,4765358016,7.0
1051180151613153283,465442649,7.0
1051180151613153283,77471478,7.0
1051180151613153283,927907016064012288,7.0
1051180151613153283,2428684272,7.0
1051180151613153283,2933857493,7.0
1051180151613153283,778286897433108480,7.0
1051180151613153283,384586666,7.0
1051180151613153283,987901708998184960,7.0
1051180151613153283,1931489496,7.0
1051180151613153283,899586601,7.0
1051180151613153283,386793195,6.0
1051180151613153283,1023072078,7.5
1051180151613153283,44097804,7.0
1051180151613153283,317945797,6.0
1051180151613153283,1084162285332058113,7.0
1051180151613153283,3362139244,7.0
1051180151613153283,4047326903,7.0
1051180151613153283,900356852,7.0
1051180151613153283,817252016229470209,8.5
1051180151613153283,1002118769907519488,7.0
1051180151613153283,2468894478,7.0
1051180151613153283,1092557530373521408,7.0
1051180151613153283,3061875952,7.0
1051180151613153283,3044781779,6.0
1051180151613153283,3692014820,7.0
1051180151613153283,790553502288343040,7.0
1051180151613153283,972175749519200259,7.0
1051180151613153283,1132407896019537920,7.0
1051180151613153283,202698724,7.0
1051180151613153283,482265939,7.0
1051180151613153283,909739583058870273,7.0
1051180151613153283,722780398661439488,7.0
1051180151613153283,2869661555,7.0
1051180151613153283,2495562462,7.0
1051180151613153283,1047601254418079747,7.0
1051180151613153283,968174181966843905,7.0
1051180151613153283,88506140,8.5
1051180151613153283,422065328,7.0
1051180151613153283,2438289793,7.0
1051180151613153283,720347075892785152,7.0
1051180151613153283,484713041,7.0
1051180151613153283,3244729972,7.0
1051180151613153283,1076864903720456192,7.0
1051180151613153283,1719512316,7.0
1051180151613153283,1876454204,8.5
1051180151613153283,800859770,7.0
1051180151613153283,311989664,7.0
1051180151613153283,786663888423120897,7.0
1051180151613153283,3950125042,7.0
1051180151613153283,436167303,7.0
1051180151613153283,732649152807469056,7.0
1051180151613153283,1089533314006990850,7.0
1051180151613153283,842098231916036098,6.0
1051180151613153283,858289043821535233,7.5
1051180151613153283,881128211001823232,6.0
1051180151613153283,1039194678720192512,6.0
1051180151613153283,183576081,7.0
1051180151613153283,1864341938,7.0
1051180151613153283,4320536715,7.0
1051180151613153283,1114988553711308800,7.0
1051180151613153283,223025951,8.5
1051180151613153283,1084703568794472449,7.0
1051180151613153283,1053620152384794624,7.0
1051180151613153283,1105657912385396737,7.0
1051180151613153283,2822062655,7.0
1051180151613153283,1107989915114065920,7.0
1051180151613153283,920871273701478401,8.5
1051180151613153283,877821620727029760,7.0
1051180151613153283,279100391,7.5
1051180151613153283,1106705677622366208,7.0
1051180151613153283,901923437278584833,7.0
1051180151613153283,188301857,5.5
1051180151613153283,1362640038,7.0
1051180151613153283,842180838,6.0
1051180151613153283,840275556910395394,8.5
1051180151613153283,1005478755106787333,6.0
1051180151613153283,21181713,4.5
1051180151613153283,113613920,6.0
1051180151613153283,1589428567,8.5
1051180151613153283,229136002,7.0
1051180151613153283,2900759323,7.0
1051180151613153283,907288402868895745,4.5
1051180151613153283,814424902790942720,7.0
1051180151613153283,2848862597,7.0
1051180151613153283,964810853571706880,7.0
1051180151613153283,2430841990,7.0
1051180151613153283,1055820468446547969,7.0
1051180151613153283,1059732186155442177,7.0
1051180151613153283,2766246011,8.5
1051180151613153283,4328863096,7.0
1051180151613153283,855434005642084352,6.0
1051180151613153283,849343873453371392,7.0
1051180151613153283,174377718,7.5
1051180151613153283,173992307,6.0
1051180151613153283,16211434,6.0
1051180151613153283,15066760,6.0
1051180151613153283,36184220,6.0
1051180151613153283,117662694,6.0
1051180151613153283,3481760957,6.0
1051180151613153283,17471979,8.5
1051180151613153283,291766954,7.0
1051180151613153283,4577426063,7.0
1051180151613153283,4017615676,6.0
1051180151613153283,777567339852201984,7.0
1051180151613153283,134993954,6.0
1051180151613153283,154476172,7.0
1051180151613153283,45044930,7.0
1051180151613153283,2695614780,7.0
1051180151613153283,327466807,6.0
1051180151613153283,2167214514,8.5
1051180151613153283,828636086,6.0
1051180151613153283,979275984359870464,7.0
1051180151613153283,2841093579,7.0
1051180151613153283,395888001,7.0
1051180151613153283,587352878,7.0
1051180151613153283,831448134937092096,7.5
1051180151613153283,742273789086535680,7.0
1051180151613153283,198953928,6.0
1051180151613153283,970373528,7.0
1051180151613153283,86391789,4.5
1051180151613153283,853221742378180608,8.5
1051180151613153283,147593592,7.0
1051180151613153283,67866407,6.0
1051180151613153283,1926154507,7.0
1051180151613153283,1588483711,6.0
1051180151613153283,1578104090,7.0
1051180151613153283,786537772987191296,6.0
1051180151613153283,1011607585269649408,4.5
1051180151613153283,927484356,7.0
1051180151613153283,1037081781239988224,4.5
1051180151613153283,1012032090756481026,4.5
1051180151613153283,100046861,6.0
1051180151613153283,1012008297031970816,4.5
1051180151613153283,1012024277074370561,4.5
1051180151613153283,828157481910165505,6.0
1051180151613153283,2281019882,6.0
1051180151613153283,1008696543585718272,7.0
1051180151613153283,953566702612205569,7.0
1051180151613153283,355994177,6.0
1051180151613153283,3101058471,7.0
1051180151613153283,722517399132577793,7.0
1051180151613153283,975075159601242112,4.5
1051180151613153283,756894403,8.5
1051180151613153283,3246043205,7.5
1051180151613153283,866338060610535424,8.5
1051180151613153283,44196397,6.0
1051180151613153283,256067118,6.0
1051180151613153283,340035311,6.0
1051180151613153283,380520398,6.0
1051180151613153283,106062176,7.0
1051180151613153283,124476322,7.0
1051180151613153283,301531998,7.5
1051180151613153283,18909186,7.5
1051180151613153283,18332190,7.0
1051180151613153283,260907612,7.0
1051180151613153283,21401523,7.0
1051180151613153283,1542862735,7.0
1051180151613153283,38676903,7.0
1051180151613153283,29413497,7.0
1051180151613153283,334602996,6.0
1051180151613153283,87416722,6.0
1051180151613153283,428333,6.0
1051180151613153283,93736851,6.0
1051180151613153283,20702052,7.5
1051180151613153283,813286,6.0
1051180151613153283,4880060739,7.0
1051180151613153283,822215679726100480,6.0
1051180151613153283,25073877,6.0
1051180151613153283,3608656403,7.0
1051180151613153283,3576888274,7.0
2338060662,1035859491961622531,7.0
2338060662,635465752,8.5
2338060662,885434659705950208,7.0
2338060662,2884779595,7.0
2338060662,368819767,7.0
2338060662,2949261587,7.0
2338060662,44579901,6.0
2338060662,3022406446,7.0
2338060662,2908315132,7.0
2338060662,1110633525219344384,7.0
2338060662,987412881204490240,7.0
2338060662,1194140143696990214,7.0
2338060662,484713041,7.0
2338060662,1246502071408504833,6.0
2338060662,1247069649956679680,6.0
2338060662,1038331710818136064,7.0
2338060662,1131890376380428288,6.0
2338060662,1095647103664226304,7.0
2338060662,1108357150324207622,6.0
2338060662,1253269908168871939,7.0
2338060662,964617995627745280,7.0
2338060662,850079111657779205,7.5
2338060662,1107392059240009728,7.0
2338060662,219614660,6.0
2338060662,574894374,7.0
2338060662,704973534385332225,8.5
2338060662,1097632266916950017,7.0
2338060662,1097604932,6.0
2338060662,1099170992,7.0
2338060662,1241740063253434370,7.0
2338060662,2210924446,7.0
2338060662,1120775378182856705,7.0
2338060662,294237986,6.0
2338060662,1241762912,8.5
2338060662,1085200806587125761,7.0
2338060662,795550239058984960,6.0
2338060662,1108745480685715457,6.0
2338060662,1169019146492882944,8.5
2338060662,913063871681835008,6.0
2338060662,544529369,8.5
2338060662,3001352097,7.0
2338060662,630199404,6.0
2338060662,2332569375,7.0
2338060662,1460475500,8.5
2338060662,1075078567829127171,7.0
2338060662,3372570604,7.0
2338060662,1197104033254785024,7.0
2338060662,2487349786,6.0
2338060662,1438341277,7.0
2338060662,1220682646348541953,7.0
2338060662,1128381821983567872,7.0
2338060662,1014276236779155456,6.0
2338060662,114476650,7.0
2338060662,2890780510,7.0
2338060662,3388059971,7.0
2338060662,35472184,6.0
2338060662,750896746696441857,6.0
2338060662,1075102017075462144,7.0
2338060662,965246305143533569,6.0
2338060662,345269369,7.5
2338060662,1087628197431255040,6.0
2338060662,1077337921114570752,7.0
2338060662,166939920,6.0
2338060662,928651335230279681,7.0
2338060662,187398436,6.0
2338060662,903325003118206976,7.5
2338060662,423339212,6.0
2338060662,1919088392,7.0
2338060662,2276545861,6.0
2338060662,4745626461,7.0
2338060662,2293806663,7.0
2338060662,4845075214,7.0
2338060662,748275776106029057,6.0
2338060662,857529830585372672,7.0
2338060662,4451122641,7.0
2338060662,4110780262,7.5
2338060662,4588809977,6.0
2338060662,2313509265,7.5
2338060662,983344989152432129,7.0
2338060662,227028717,8.5
2338060662,1156254865246576640,6.0
2338060662,2549981702,7.0
2338060662,1169355267940737029,6.0
2338060662,1087250357720363008,6.0
2338060662,968437769541439491,6.0
2338060662,265874327,8.5
2338060662,1105884502491054081,7.0
2338060662,964293555983405056,8.5
2338060662,844717483,7.0
2338060662,990943776133779456,6.0
2338060662,35863690,7.0
2338060662,845356448964071424,6.0
2338060662,3131015650,7.0
2338060662,865535549645312000,7.5
2338060662,408071665,6.0
2338060662,30216443,7.0
2338060662,340830420,6.0
2338060662,2811667024,6.0
2338060662,859439768681271296,7.0
2338060662,3313164244,7.0
2338060662,1132817798122672128,6.0
2338060662,887956791899893760,6.0
2338060662,2302359823,7.0
2338060662,3706042815,7.0
2338060662,2187305220,6.0
2338060662,3963424175,7.0
2338060662,789823688619266048,6.0
2338060662,1020544437947158528,7.0
2338060662,1094347091000872960,7.0
2338060662,722718121,6.0
2338060662,950376547155881986,7.0
2338060662,68400379,6.0
2338060662,305595309,7.0
2338060662,422153063,7.0
2338060662,1047423944939192321,7.0
2338060662,2368837015,7.0
2338060662,2440659392,6.0
2338060662,2181913945,8.5
2338060662,585870163,6.0
2338060662,848973827661058048,6.0
2338060662,859508047571550208,7.0
2338060662,296005306,7.0
2338060662,275651683,6.0
2338060662,936722383880237057,7.0
2338060662,435117930,6.0
2338060662,24002384,7.0
2338060662,42851948,7.0
2338060662,2897240843,6.0
2338060662,784014415070920704,6.0
2338060662,3186561623,7.5
2338060662,879314621802442752,6.0
2338060662,986719866806767617,6.0
2338060662,1179708733,7.5
2338060662,43623975,8.5
2338060662,1014129474957438977,7.0
2338060662,1014865309797441539,7.0
2338060662,2890070175,7.0
2338060662,933797275117252608,7.0
2338060662,79528454,6.0
2338060662,933300551609135104,6.0
2338060662,3207537423,6.0
2338060662,4892987332,6.0
2338060662,15484198,7.5
2338060662,17235107,7.0
2338060662,826006375,7.0
2338060662,749233381,6.0
2338060662,820777643297607684,6.0
2338060662,733927640831295489,6.0
2338060662,34060816,6.0
2338060662,4867170928,7.0
2338060662,584077570,7.0
2338060662,210770379,7.0
2338060662,4280286555,6.0
2338060662,3440979856,6.0
2338060662,388983706,7.0
2338060662,3134213417,7.0
2338060662,401565470,6.0
2338060662,252519360,7.0
2338060662,1694040764,8.5
2338060662,266203810,7.0
2338060662,740326338314309633,6.0
2338060662,3065345452,6.0
2338060662,2325195301,6.0
2338060662,390677509,7.0
2338060662,21255682,6.0
2338060662,849716852980817920,7.0
2338060662,122142596,7.0
2338060662,126330072,6.0
2338060662,1370839027,7.0
2338060662,3303933892,6.0
2338060662,1558788162,8.5
2338060662,1709239172,7.0
2338060662,22687782,7.0
2338060662,814517747472355328,7.0
2338060662,554331348,6.0
2338060662,3035239139,8.5
2338060662,161709979,7.0
2338060662,2902439211,7.0
2338060662,847479434596671488,7.5
2338060662,712670003435343872,7.0
2338060662,298652581,6.0
2338060662,835319662237863937,8.5
2338060662,3305867189,6.0
2338060662,53645127,8.5
2338060662,3011803593,7.0
2338060662,4143904587,6.0
2338060662,2817048375,7.0
2338060662,798700774180143105,7.0
2338060662,1078987628,7.0
2338060662,3039676787,8.5
2338060662,4331395894,6.0
2338060662,1869294577,7.0
2338060662,339661975,7.0
2338060662,1280116927,6.0
2338060662,4900950286,6.0
2338060662,2893889709,7.0
2338060662,2356707073,7.0
2338060662,2881608946,7.0
2338060662,820627191205662721,6.0
2338060662,732883533799292928,7.0
2338060662,817028163716939776,7.0
2338060662,2422700263,7.0
2338060662,702046190528020481,6.0
2338060662,1511368266,6.0
2338060662,72408218,7.0
2338060662,539088886,6.0
2338060662,211011537,7.0
2338060662,820700281012948993,6.0
2338060662,1086284660,6.0
2338060662,601739890,7.0
2338060662,3836051146,7.0
2338060662,3349806177,6.0
2338060662,1430243689,7.0
2338060662,784323773411364864,7.0
2338060662,398277634,6.0
2338060662,702187895944298500,6.0
2338060662,3043381940,7.0
2338060662,706248603363368961,7.0
2338060662,288725041,6.0
2338060662,562960655,7.0
2338060662,443929333,6.0
2338060662,1101021282,6.0
2338060662,772747661174796288,7.0
2338060662,329651791,6.0
2338060662,3295188160,7.0
2338060662,3005810158,7.0
2338060662,18934391,6.0
2338060662,214564403,7.0
2338060662,120412341,8.5
2338060662,198802677,7.0
2338060662,404065030,7.0
2338060662,515747485,7.0
2338060662,2796968620,7.0
2338060662,15002274,6.0
2338060662,741005250023329792,6.0
2338060662,3039591153,7.0
2338060662,3331333204,7.0
2338060662,2435371591,6.0
2338060662,336422324,7.0
2338060662,472859381,7.0
2338060662,537305207,7.0
2338060662,2958294489,8.5
2338060662,2465142548,7.0
2338060662,249630608,7.0
2338060662,389049467,7.0
2338060662,2838156431,7.0
2338060662,214984948,7.0
2338060662,282121153,6.0
2338060662,4860807254,7.0
2338060662,567954599,7.0
2338060662,2932345708,7.0
2338060662,3394200621,6.0
2338060662,461804159,7.0
2338060662,2271927462,8.5
2338060662,90836754,7.5
2338060662,2303579569,7.0
2338060662,2151120364,6.0
2338060662,25056744,8.5
2338060662,568443526,6.0
2338060662,732850643317194756,7.0
2338060662,721394634837069824,7.0
2338060662,247433406,7.0
2338060662,373840844,6.0
2338060662,380592142,6.0
2338060662,739760789427486720,7.0
2338060662,555483843,6.0
2338060662,3347908275,7.0
2338060662,2949342472,7.0
2338060662,1289311622,7.0
2338060662,861846024,7.0
2338060662,125322383,7.0
2338060662,200219276,6.0
2338060662,484952187,6.0
2338060662,3373590107,6.0
2338060662,229931035,6.0
2338060662,3372615845,7.0
2338060662,121866320,8.5
2338060662,438257018,7.5
2338060662,3002210565,7.0
2338060662,475036422,6.0
2338060662,847319797,7.0
2338060662,299520884,5.5
2338060662,227488112,6.0
2338060662,4194557301,6.0
2338060662,622078764,7.0
2338060662,718217393785462784,7.0
2338060662,2461972724,6.0
2338060662,828636086,6.0
2338060662,120719651,6.0
2338060662,328507755,6.0
2338060662,732649152807469056,7.0
2338060662,25296448,6.0
2338060662,2776605697,7.0
2338060662,214125218,7.5
2338060662,404196766,6.0
2338060662,614238705,7.0
2338060662,730318948697255936,7.0
2338060662,1897342548,7.0
2338060662,2752714090,6.0
2338060662,4839270831,7.0
2338060662,162321767,7.0
2338060662,729411269036539904,7.0
2338060662,199795267,7.0
2338060662,2188352634,7.0
2338060662,2901810636,7.0
2338060662,718934393142841345,6.0
2338060662,712216639052324864,6.0
2338060662,876190711,6.0
2338060662,2975613568,7.0
2338060662,367255415,8.5
2338060662,381187236,8.5
2338060662,3380125515,7.0
2338060662,516791934,8.5
2338060662,712179741747449856,7.0
2338060662,3356794431,7.0
2338060662,4202023731,6.0
2338060662,2507361277,7.5
2338060662,207613414,7.0
2338060662,166927784,7.0
2338060662,706595417975365635,7.5
2338060662,16589206,8.5
2338060662,2182983108,7.0
2338060662,824825496,8.5
2338060662,256655573,7.5
2338060662,2386517204,7.0
2338060662,4046810781,8.5
2338060662,2903930517,6.0
2338060662,3298671524,6.0
2338060662,3292974078,7.0
2338060662,4823540583,7.5
2338060662,575558887,6.0
2338060662,2902794514,6.0
2338060662,508869940,7.0
2338060662,281185862,6.0
2338060662,222177896,7.0
2338060662,2986025979,7.0
2338060662,4690225518,8.5
2338060662,40215629,7.0
2338060662,1643198198,8.5
2338060662,3700088481,6.0
2338060662,117359191,6.0
2338060662,277472845,7.0
2338060662,2654935387,7.0
2338060662,494992322,6.0
2338060662,1071664585,7.0
2338060662,279451940,7.0
2338060662,1570830313,7.0
2338060662,854923694,7.0
2338060662,3242058545,7.0
2338060662,1351764444,7.0
2338060662,322279801,7.0
2338060662,1571428436,7.5
2338060662,222381895,8.5
2338060662,3557933356,7.0
2338060662,302530039,6.0
2338060662,864620821,6.0
2338060662,1550982552,6.0
2338060662,593882230,7.0
2338060662,1588840633,7.0
2338060662,4396066084,7.0
2338060662,244269256,7.0
2338060662,4772869300,7.0
2338060662,430898777,6.0
2338060662,289550432,6.0
2338060662,884247822,7.0
2338060662,3972705130,6.0
2338060662,2306529487,7.0
2338060662,486551549,7.0
2338060662,430742781,6.0
2338060662,72850654,6.0
2338060662,1083806004,7.0
2338060662,295057273,7.0
2338060662,1877480948,7.0
2338060662,1280377440,7.0
2338060662,599135749,7.0
2338060662,99573111,7.0
2338060662,4195801655,8.5
2338060662,3069905351,7.0
2338060662,321880136,7.0
2338060662,3523922488,7.0
2338060662,3630791472,7.0
2338060662,49592004,8.5
2338060662,825707342,6.0
2338060662,112720528,6.0
2338060662,2860379135,7.5
2338060662,3938611343,6.0
2338060662,3067621408,6.0
2338060662,2456977969,7.0
2338060662,305813677,7.0
2338060662,258348904,6.0
2338060662,165019503,6.0
2338060662,152388282,6.0
2338060662,82094307,7.0
2338060662,69280841,6.0
2338060662,633023679,6.0
2338060662,226994765,7.0
2338060662,211199213,7.0
2338060662,140766042,7.0
2338060662,541868282,4.5
2338060662,119809611,8.5
2338060662,2420694578,7.0
2338060662,630436973,7.0
2338060662,250143195,8.5
2338060662,212238068,7.0
2338060662,103135402,6.0
2338060662,1856707807,7.5
2338060662,47453985,6.0
2338060662,1010520086,6.0
2338060662,3233835926,8.5
2338060662,2875090145,6.0
2338060662,3352736356,7.0
2338060662,22689719,6.0
2338060662,2504028825,7.0
2338060662,1572718489,7.0
2338060662,3805586716,8.5
2338060662,2916305152,8.5
2338060662,40222804,7.0
2338060662,342672378,6.0
2338060662,425931903,7.5
2338060662,568689015,7.5
2338060662,401225015,8.5
2338060662,3507878534,7.0
2338060662,3388830580,7.0
2338060662,3370794827,6.0
2338060662,2195766459,7.0
2338060662,251035534,7.0
2338060662,299758612,7.0
2338060662,469381727,6.0
2338060662,867505844,7.0
2338060662,556807972,8.5
2338060662,198785571,7.0
2338060662,144779404,7.5
2338060662,535244030,6.0
2338060662,575718666,6.0
2338060662,136694095,6.0
2338060662,904371559,7.0
2338060662,2700777164,7.0
2338060662,1454342653,7.0
2338060662,346475142,8.5
2338060662,378021209,7.0
2338060662,2834667251,7.0
2338060662,3105297292,7.0
2338060662,2979554102,7.0
2338060662,313570256,6.0
2338060662,2984312061,4.5
2338060662,2811754866,7.5
2338060662,131257608,7.0
2338060662,3393732819,6.0
2338060662,173844296,7.5
2338060662,3370576529,6.0
2338060662,3304163025,7.0
2338060662,290758687,7.0
2338060662,1151603360,7.0
2338060662,3297453186,7.0
2338060662,26549233,7.0
2338060662,3345910859,6.0
2338060662,3373102841,6.0
2338060662,3031514631,8.5
2338060662,314587816,7.0
2338060662,1482169273,7.0
2338060662,2321086668,7.0
2338060662,2169866318,7.0
2338060662,275407701,6.0
2338060662,310402731,6.0
2338060662,229614822,7.0
2338060662,468170251,7.0
2338060662,2392940612,6.0
2338060662,594791193,6.0
2338060662,19400486,7.5
2338060662,606706244,7.0
2338060662,2797699831,7.0
2338060662,124690469,7.5
2338060662,578867630,7.0
2338060662,170023958,6.0
2338060662,2426148662,6.0
2338060662,3023069902,7.0
2338060662,210646598,8.5
2338060662,13228132,6.0
2338060662,297194308,7.0
2338060662,2942138289,7.0
2338060662,3307363253,7.0
2338060662,157959691,7.0
2338060662,775942160,7.0
2338060662,595647804,7.0
2338060662,18331634,8.5
2338060662,27288119,7.5
2338060662,3026628641,7.0
2338060662,69545227,8.5
2338060662,1907728182,6.0
2338060662,809427877,7.5
2338060662,244044279,6.0
2338060662,1538983531,6.0
2338060662,2801001748,8.5
2338060662,2871156483,7.0
2338060662,26026095,7.0
2338060662,2915419571,7.0
2338060662,3060230067,7.0
2338060662,2215324790,7.0
2338060662,1551667903,7.0
2338060662,3131283039,7.0
2338060662,2530769060,7.0
2338060662,1367318617,7.0
2338060662,324481881,6.0
2338060662,310846783,6.0
2338060662,421308854,7.0
2338060662,2994508301,7.0
2338060662,412257003,6.0
2338060662,2745182662,7.0
2338060662,39246283,7.5
2338060662,19643961,6.0
2338060662,162182290,7.0
